chain,layer,address,cosmos_address,denom,amount_micro,amount_phmn,tags,relation_notes,distribution_note
osmosis,current,osmo1hyjhy0tp6geral2g9vj9nyteglf8t5q4pqwre8,cosmos1hyjhy0tp6geral2g9vj9nyteglf8t5q4fman04,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,12661704217,12661.704217,core_team_liquidity_subdao_reroute,Core-team Osmosis PHMN; reroute 12661.704217 PHMN to Liquidity SubDAO in final distribution.,"core-team Osmosis balance; send this 12661.704217 PHMN to Liquidity SubDAO, not to the old Osmosis address"
osmosis,current,osmo1cxt79zavgr9qvqfx9hjsr9aqvpx7ftan0v2swg,cosmos1cxt79zavgr9qvqfx9hjsr9aqvpx7ftan8heqc6,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,4149965697,4149.965697,,,
osmosis,current,osmo14xgtkqjuesaghxzs0h7qxyeklswxlqfndwdgrz,cosmos14xgtkqjuesaghxzs0h7qxyeklswxlqfn947c4s,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,925282678,925.282678,,,
osmosis,current,osmo1akt7rxfhh9du8t2kj4mj2wvle8gkr3cx2r0vag,cosmos1akt7rxfhh9du8t2kj4mj2wvle8gkr3cxzcuut6,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,613164677,613.164677,,,
osmosis,current,osmo1g3vcmcc5yk97dlt8rt56rjvgn4trztppp2xlj0,cosmos1g3vcmcc5yk97dlt8rt56rjvgn4trztppf340ya,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,186433381,186.433381,,,
osmosis,current,osmo1tjr3f27v6lpj7jpnc82v8k44ujkmcfmmye7307,cosmos1tjr3f27v6lpj7jpnc82v8k44ujkmcfmmvzdpev,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,179092558,179.092558,,,
osmosis,current,osmo1kumn723qfn39czdhaupmn748gukhe3386yatgg,cosmos1kumn723qfn39czdhaupmn748gukhe338jlwm76,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,166124470,166.124470,,,
osmosis,current,osmo136fnpjpfsjcs2gvpsppgp3zcruuzn9kwxp7rf6,cosmos136fnpjpfsjcs2gvpsppgp3zcruuzn9kww6dnlg,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,163264526,163.264526,,,
osmosis,current,osmo1ylvzfp3gzvn57suka2a0dxtfdumntx8yh6ll66,cosmos1ylvzfp3gzvn57suka2a0dxtfdumntx8ylpv0vg,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,147280197,147.280197,,,
osmosis,current,osmo1slqv7yv45v4k3ccrvwv24u2scqn6hyrut7j5m69ygw3j66ayqnesxemawx,cosmos1slqv7yv45v4k3ccrvwv24u2scqn6hyrut7j5m69ygw3j66ayqnesnyr9eq,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,146084861,146.084861,,,
osmosis,current,osmo1ypxa63r79nl70yjfm0fl7dltq348a98724z7r4,cosmos1ypxa63r79nl70yjfm0fl7dltq348a987zw3w48,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,135815424,135.815424,,,
osmosis,current,osmo1zcr3ysxzsl8x7shqky0jxuv792dr8ld2t4dxku,cosmos1zcr3ysxzsl8x7shqky0jxuv792dr8ld2rw7kqw,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,130126771,130.126771,,,
osmosis,current,osmo12gdehwwv8eusdzwszpx2yt522cnun74ychvdpg,cosmos12gdehwwv8eusdzwszpx2yt522cnun74ysvlah6,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,123405521,123.405521,,,
osmosis,current,osmo1uvu6dw6vwqfm583zz64hqnfsjlslgejy6eyuh6,cosmos1uvu6dw6vwqfm583zz64hqnfsjlslgejyjzhvpg,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,81308451,81.308451,,,
osmosis,current,osmo1fv8af0ggq4fcr9flp0mau6350au22rj95jsxs8,cosmos1fv8af0ggq4fcr9flp0mau6350au22rj9ufrkx4,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,72672097,72.672097,,,
osmosis,current,osmo1yuv8ewefwta932auuu7xrnp7yqyjfhumkv8ht9,cosmos1yuv8ewefwta932auuu7xrnp7yqyjfhum7h58ah,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,71702482,71.702482,,,
osmosis,current,osmo1uplgauten46exm5693dflggdvvg9rpdat0u49a,cosmos1uplgauten46exm5693dflggdvvg9rpdar509n0,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,60064797,60.064797,,,
osmosis,current,osmo18xt39w2lw7q0u39z26hj0z6ft3k3cg3vufkdp0,cosmos18xt39w2lw7q0u39z26hj0z6ft3k3cg3v5j9aha,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,53205121,53.205121,,,
osmosis,current,osmo12tdulmvjmsmpaqrpshz0emu0h9sqz5x5vltjjv,cosmos12tdulmvjmsmpaqrpshz0emu0h9sqz5x5yyczy7,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,50000001,50.000001,,,
osmosis,current,osmo1x8hsndlmwzy68gu7h5646yw73l9wjhlfck6fq8,cosmos1x8hsndlmwzy68gu7h5646yw73l9wjhlfsdfek4,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,32910315,32.910315,,,
osmosis,current,osmo10vwfuv83he5pumzwajrfspar8yydclskrggwn2,cosmos10vwfuv83he5pumzwajrfspar8yydclsktnm79c,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,30000001,30.000001,,,
osmosis,current,osmo13c03ezdgaqatrge84phasn9hgz6q0gq22dh99m,cosmos13c03ezdgaqatrge84phasn9hgz6q0gq2zky4nf,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,22908685,22.908685,,,
osmosis,current,osmo1fje95rhe9te60pmvwqt436kf8my6ty6cz7ev2l,cosmos1fje95rhe9te60pmvwqt436kf8my6ty6c292uud,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,22617157,22.617157,,,
osmosis,current,osmo1yxyfrazgzana6zmgtk6m7z2ssw7q47s5jryted,cosmos1yxyfrazgzana6zmgtk6m7z2ssw7q47s56chm0l,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,21998542,21.998542,,,
osmosis,current,osmo1d58f52r5nhdytsudtkgnwy7yjtx74gvlwaskkl,cosmos1d58f52r5nhdytsudtkgnwy7yjtx74gvlxxrxqd,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,20000000,20.000000,,,
osmosis,current,osmo1p2da7jac0se3lwf4rf6uxf059ta4lk0xemvj79,cosmos1p2da7jac0se3lwf4rf6uxf059ta4lk0x3qlzgh,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,18990392,18.990392,,,
osmosis,current,osmo18s5jvhwgkrd8ujpvhyys2ec3e7lm0ct5w5aq4cpfgqrqupqnwynsx7zun7,cosmos18s5jvhwgkrd8ujpvhyys2ec3e7lm0ct5w5aq4cpfgqrqupqnwynsnr6yyc,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,17175892,17.175892,,,
osmosis,current,osmo126ndl0e4x4zwtpzv3ch8xetkml2uy4xs4w4up5,cosmos126ndl0e4x4zwtpzv3ch8xetkml2uy4xsa4xvhx,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,16527788,16.527788,,,
osmosis,current,osmo1j8dld6pnnsdz26ptdzj0ah2zxpzcdma7g5640mch09zlxf5axesqmhszw3,cosmos1j8dld6pnnsdz26ptdzj0ah2zxpzcdma7g5640mch09zlxf5axesqw2g6eh,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,15503032,15.503032,,,
osmosis,current,osmo1sragr7zqm2vkyvg35p9n5sly0k48q4k3epz08v,cosmos1sragr7zqm2vkyvg35p9n5sly0k48q4k3363l37,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,13263691,13.263691,,,
osmosis,current,osmo1545zve9lg3exhs3fnmws0tucspryekhd8ry6u7,cosmos1545zve9lg3exhs3fnmws0tucspryekhd0ch22v,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,13117520,13.117520,,,
osmosis,current,osmo16u4xsll7kwgs9w8z6zy86z3galv7le4ywv5qmm,cosmos16u4xsll7kwgs9w8z6zy86z3galv7le4yxh8sdf,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,12852151,12.852151,,,
osmosis,current,osmo1smfzt25ax563c0s2wgmcmt3g67d09t4mae9qh5,cosmos1smfzt25ax563c0s2wgmcmt3g67d09t4m4zkspx,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,11628567,11.628567,,,
osmosis,current,osmo1suvlzxf5057p5tlu9636ysy02t6v38e2tt42t0,cosmos1suvlzxf5057p5tlu9636ysy02t6v38e2rsx6aa,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,11492042,11.492042,,,
osmosis,current,osmo1rtsce8m32ah3fnp9lu5ut9mjkczd7wl6a3gd9t,cosmos1rtsce8m32ah3fnp9lu5ut9mjkczd7wl642mane,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,11415181,11.415181,,,
osmosis,current,osmo1yxp82qlay8768867clrg64kje9dyv4y6tveu52,cosmos1yxp82qlay8768867clrg64kje9dyv4y6rh2vzc,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,10868415,10.868415,,,
osmosis,current,osmo1mtarz7hmt5m0h7muks3pdnwfmwqps9nndrrq6xrz5rhdsl6s3cwssm4vv3,cosmos1mtarz7hmt5m0h7muks3pdnwfmwqps9nndrrq6xrz5rhdsl6s3cws9xd5mh,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,10729718,10.729718,,,
osmosis,current,osmo12hw7ms48ln4jawlehvhsl2j5e4gvaq8h3kyq6l,cosmos12hw7ms48ln4jawlehvhsl2j5e4gvaq8hedhsvd,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,9999000,9.999000,,,
osmosis,current,osmo1k7dn09008y3qqgxwd4xy0spvxgva32fapd6zdg,cosmos1k7dn09008y3qqgxwd4xy0spvxgva32fafkfjm6,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,9702930,9.702930,,,
osmosis,current,osmo1x8c9ztdgp48d2xcst5v3crd6x666xtykdrfsrautg8q6f9tcmglsjcuwrz,cosmos1x8c9ztdgp48d2xcst5v3crd6x666xtykdrfsrautg8q6f9tcmgls89yk5y,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,9238732,9.238732,,,
osmosis,current,osmo1k6sp0y0nv9pm538ewdah8tl2h9gc03c2vwn2yj,cosmos1k6sp0y0nv9pm538ewdah8tl2h9gc03c2y4q6jq,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,9000000,9.000000,,,
osmosis,current,osmo1l07lhprfe5jlhtpnk9hnrayvcc6ymuax6h988f,cosmos1l07lhprfe5jlhtpnk9hnrayvcc6ymuaxjvkh3m,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,8360478,8.360478,,,
osmosis,current,osmo1mpg8nc7ymz5n9puvnlp86ss2ytnc3ck6lpxhxj,cosmos1mpg8nc7ymz5n9puvnlp86ss2ytnc3ck6h648sq,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,8303374,8.303374,,,
osmosis,current,osmo1j5mzxyej2rk0v48exukax7tn2w9axq8jft4ng3,cosmos1j5mzxyej2rk0v48exukax7tn2w9axq8jpsxr7r,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,8117988,8.117988,,,
osmosis,current,osmo1ry3e3fvjn6e6276ym5kt8f0xr0padqtjmdghyj,cosmos1ry3e3fvjn6e6276ym5kt8f0xr0padqtjnkm8jq,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,6694258,6.694258,,,
osmosis,current,osmo1aemsuw2s6nh7m9ztqt4pyr42j5z23a9fmpaz8g,cosmos1aemsuw2s6nh7m9ztqt4pyr42j5z23a9fn6wj36,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,6228235,6.228235,,,
osmosis,current,osmo1r0vmpa00dr05ljmv8teftrvxk2z9hcsrur622a,cosmos1r0vmpa00dr05ljmv8teftrvxk2z9hcsr5cf6u0,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,5935548,5.935548,,,
osmosis,current,osmo1pg0lfu3t045qj76k59kfj24xvdv8d4g996k30s,cosmos1pg0lfu3t045qj76k59kfj24xvdv8d4g9dp9pez,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,5903150,5.903150,,,
osmosis,current,osmo1jtcmk7zjgv44rch9l6u7hzymg29tmfgp04mtc2,cosmos1jtcmk7zjgv44rch9l6u7hzymg29tmfgp8wgmwc,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,5713028,5.713028,,,
osmosis,current,osmo1psdm7lrc29hlzj5axv5tlrt8huj8lmghg7qefh,cosmos1psdm7lrc29hlzj5axv5tlrt8huj8lmghq9nfl9,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,5368329,5.368329,,,
osmosis,current,osmo1p6awzanhwks7nfrrv5z4lzqc2t6qze22eavnul,cosmos1p6awzanhwks7nfrrv5z4lzqc2t6qze223xlr2d,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,4250877,4.250877,,,
osmosis,current,osmo1u5qdea2ujm8ygprhhdqeyplfvs2djafehd7su0,cosmos1u5qdea2ujm8ygprhhdqeyplfvs2djafelkdq2a,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,3021925,3.021925,,,
osmosis,current,osmo1rd264dy5wh2kxk86558lvyxkdh9r2rrzulj406,cosmos1rd264dy5wh2kxk86558lvyxkdh9r2rrz5yp9eg,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,2866761,2.866761,,,
osmosis,current,osmo14lczcylvq5grjte5lx9vvpsnt3d2f0kpj3rnww,cosmos14lczcylvq5grjte5lx9vvpsnt3d2f0kp62srcu,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,2391906,2.391906,,,
osmosis,current,osmo1fnpqtvcydqyxsrdmx9vtxus5znwy4tf4t9llvp,cosmos1fnpqtvcydqyxsrdmx9vtxus5znwy4tf4r7v06n,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,2211531,2.211531,,,
osmosis,current,osmo14e7m8uldm6wl0myhd6dhlqcmw7x6xvstdggk5e,cosmos14e7m8uldm6wl0myhd6dhlqcmw7x6xvst9nmxzt,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,2001904,2.001904,,,
osmosis,current,osmo13uhl4tp3flplqpfnwjhz45req2wj2fjza2hlz7,cosmos13uhl4tp3flplqpfnwjhz45req2wj2fjz43y05v,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1681248,1.681248,,,
osmosis,current,osmo165s3zw3vaytnjvfv390f9f876u79zv49f3h5r8,cosmos165s3zw3vaytnjvfv390f9f876u79zv49p2yy44,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1566430,1.566430,,,
osmosis,current,osmo1e5xda46mfxqf0rr23zflaay05urhnddrjq3gvt,cosmos1e5xda46mfxqf0rr23zflaay05urhnddr6mzc6e,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1422673,1.422673,,,
osmosis,current,osmo1tht7kzgpc3yg7h5h2l5rq0gc4jp7kkwe230a5w,cosmos1tht7kzgpc3yg7h5h2l5rq0gc4jp7kkwez2udzu,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1112565,1.112565,,,
osmosis,current,osmo1p0hd52r6zr50thszvajv9qndjhn35m7845lcw3,cosmos1p0hd52r6zr50thszvajv9qndjhn35m78a0vgcr,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1103052,1.103052,,,
osmosis,current,osmo1tq0av67xpwrhwtkppmhd2qwjzphwu0nhle98yj,cosmos1tq0av67xpwrhwtkppmhd2qwjzphwu0nhhzkhjq,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1075833,1.075833,,,
osmosis,current,osmo1rj9p4kvhu04kw3fh4lrem87xqtyfnqunr3c3fm,cosmos1rj9p4kvhu04kw3fh4lrem87xqtyfnqunt2tplf,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1061893,1.061893,,,
osmosis,current,osmo13gccl8hlxpkwsp2gc57q3kr9jhr8hz6d5mwu6t,cosmos13gccl8hlxpkwsp2gc57q3kr9jhr8hz6duqavve,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1011113,1.011113,,,
osmosis,current,osmo1ctm2zahr5k62akhe3fvc7ya7mzwutjcp6feaz5,cosmos1ctm2zahr5k62akhe3fvc7ya7mzwutjcpjj2d5x,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,984387,0.984387,,,
osmosis,current,osmo1k67mnu27xfsdnzzh8rsh078qvstsdu0cfwzp0z,cosmos1k67mnu27xfsdnzzh8rsh078qvstsdu0cp433es,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,904878,0.904878,,,
osmosis,current,osmo1gu09e83rvrnuqa8jzc6amwemkv6rzvapa03rns,cosmos1gu09e83rvrnuqa8jzc6amwemkv6rzvap45zn9z,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,784727,0.784727,,,
osmosis,current,osmo15p6l77la6y9thhwydfesp3fue2xavhy02pfd4y,cosmos15p6l77la6y9thhwydfesp3fue2xavhy0z66ark,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,500000,0.500000,,,
osmosis,current,osmo1uf085y7mpup6hl5cactwgnt5dfuysh5z63h42g,cosmos1uf085y7mpup6hl5cactwgnt5dfuysh5zj2y9u6,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,415313,0.415313,,,
osmosis,current,osmo1u5jjyu0eeggqh030tdh2gtgdyexgfp5j3afqhp2a46r7uly7pxes884ayz,cosmos1u5jjyu0eeggqh030tdh2gtgdyexgfp5j3afqhp2a46r7uly7pxesj6d9ny,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,387488,0.387488,,,
osmosis,current,osmo17pu7k63mp8e4ey6vr0js6qp9r8zhmdccukdc4nsvpyrfhgqg7nwq3ey9gz,cosmos17pu7k63mp8e4ey6vr0js6qp9r8zhmdccukdc4nsvpyrfhgqg7nwqyyualy,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,383684,0.383684,,,
osmosis,current,osmo17ee2c64p9ngtxhkr4mp64znp5llh9323sxlm79,cosmos17ee2c64p9ngtxhkr4mp64znp5llh9323cavtgh,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,375075,0.375075,,,
osmosis,current,osmo1084mt22axehm0fvesznxa8p5llwfzx6hqyaucx6p6qr3f3xfr8qs4vyy2n,cosmos1084mt22axehm0fvesznxa8p5llwfzx6hqyaucx6p6qr3f3xfr8qsq3uua4,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,339809,0.339809,,,
osmosis,current,osmo1hjdjjt3lh8hqvh3vhmum20evqwm674eyuns22z,cosmos1hjdjjt3lh8hqvh3vhmum20evqwm674ey5gr6us,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,302800,0.302800,,,
osmosis,current,osmo1e6vxhuk873kukpcsd2pq6kacyvd8v5d23pp90v,cosmos1e6vxhuk873kukpcsd2pq6kacyvd8v5d2e6j4e7,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,286002,0.286002,,,
