chain,layer,address,cosmos_address,denom,amount_micro,amount_phmn,tags,relation_notes,distribution_note
osmosis,current,osmo1nr6m3gx4v9a0dj2vj7ff7xcgusar66cyx3frce,cosmos1nr6m3gx4v9a0dj2vj7ff7xcgusar66cyw26nwt,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,357,0.000357,,,
osmosis,current,osmo1nkasa5t0yl77qrgdhah7jxf9tl84870l63xuvk,cosmos1nkasa5t0yl77qrgdhah7jxf9tl84870lj24v6y,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,301,0.000301,,,
osmosis,current,osmo1ag5hk7tkw6kh6nnwglgeyrmd0aaeakz0tpnkhl,cosmos1ag5hk7tkw6kh6nnwglgeyrmd0aaeakz0r6qxpd,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,276,0.000276,,,
osmosis,current,osmo16w6a4cex0jf8cx7fp37tlxg9x92jendk0336y8,cosmos16w6a4cex0jf8cx7fp37tlxg9x92jendk82z2j4,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,185,0.000185,,,
osmosis,current,osmo1zvd87wavklzxpp4r78rnqndzw08wffgrt489q5,cosmos1zvd87wavklzxpp4r78rnqndzw08wffgrrw54kx,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,183,0.000183,,,
osmosis,current,osmo1vsmxamj76twdcz054d3fe027pw8cn2f5jvggcc,cosmos1vsmxamj76twdcz054d3fe027pw8cn2f56hmcw2,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,124,0.000124,,,
osmosis,current,osmo14uv3wltqgz0puwknzaxvugq2nxkrfrj6hw6842j9nfnh5k8tu9nsr7xsxk,cosmos14uv3wltqgz0puwknzaxvugq2nxkrfrj6hw6842j9nfnh5k8tu9nskr7g3s,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,83,0.000083,,,
osmosis,current,osmo12p60pq37ddu5nj3tmqa97hlrsr0k2lvnch2a0q32p0hfuwtqhdas0chx2w,cosmos12p60pq37ddu5nj3tmqa97hlrsr0k2lvnch2a0q32p0hfuwtqhdas6907ag,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,61,0.000061,,,
osmosis,current,osmo1updap2mqkfepyxvhxccsu7s288xmk4yylgms6x3dhqk5gwn4y65sppda5m,cosmos1updap2mqkfepyxvhxccsu7s288xmk4yylgms6x3dhqk5gwn4y65s5u49ra,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,25,0.000025,,,
osmosis,current,osmo1cwhcqp38tdhx8c2ywltrsyhed9kp4t0wht5ape,cosmos1cwhcqp38tdhx8c2ywltrsyhed9kp4t0wls8dht,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,23,0.000023,,,
osmosis,current,osmo1f8u7zlep2ksr5hz5u3tg44x5fzacdqdmljz673,cosmos1f8u7zlep2ksr5hz5u3tg44x5fzacdqdmhf32gr,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,23,0.000023,,,
osmosis,current,osmo1rh6ua96hvnh2muw6vlrz25nv2r0z5leah5qp3k,cosmos1rh6ua96hvnh2muw6vlrz25nv2r0z5leal0n38y,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,21,0.000021,,,
osmosis,current,osmo17mzd27jjzx6y6nm6g7hqdjm9swcdcudg3y3uxj,cosmos17mzd27jjzx6y6nm6g7hqdjm9swcdcudgelzvsq,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,20,0.000020,,,
osmosis,current,osmo1hm4k5y0ykmjlpm9j47uuedvrlml05mvxexz0lt,cosmos1hm4k5y0ykmjlpm9j47uuedvrlml05mvx3a3lfe,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,17,0.000017,,,
osmosis,current,osmo1f3xhl0gqmyhnu49c8k3j7fkdv75ug0xjtaqu09,cosmos1f3xhl0gqmyhnu49c8k3j7fkdv75ug0xjrxnveh,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,14,0.000014,,,
osmosis,current,osmo1lmtern6y5ul5ukwtwavngz3glalxeykcw9knpf357ha4878csd9s67y33p,cosmos1lmtern6y5ul5ukwtwavngz3glalxeykcw9knpf357ha4878csd9s0rufx8,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,11,0.000011,,,
osmosis,current,osmo15c824xdmfafvs87v72a53y4lgjcz4qxx0krfwa,cosmos15c824xdmfafvs87v72a53y4lgjcz4qxx8dsec0,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,10,0.000010,,,
osmosis,current,osmo1xz4kdpwygkf8pcqzpgjhefx858m9nq8v3pv9d9,cosmos1xz4kdpwygkf8pcqzpgjhefx858m9nq8ve6l4mh,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,7,0.000007,,,
osmosis,current,osmo12hpy8qkvx6pvselhu4dw8qze66rddcm780k5ft,cosmos12hpy8qkvx6pvselhu4dw8qze66rddcm7059yle,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,6,0.000006,,,
osmosis,current,osmo1zh5948hgzfahrtxs2em52l3vf8xufjag9kdd7j,cosmos1zh5948hgzfahrtxs2em52l3vf8xufjagdd7agq,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,6,0.000006,,,
osmosis,current,osmo1fvjdymkhg5ze02crqdynuxyq0r9dngye8fnrm2d59gcaef5ehlnqlk2yt0,cosmos1fvjdymkhg5ze02crqdynuxyq0r9dngye8fnrm2d59gcaef5ehlnq2tjuuf,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,3,0.000003,,,
osmosis,current,osmo1l0zae9n2dejpk6ays9v4zc8vqmtpnk8fekxnmd,cosmos1l0zae9n2dejpk6ays9v4zc8vqmtpnk8f3d4rdl,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,3,0.000003,,,
osmosis,current,osmo1lskdgq6pr32dwldrqpkn0q0zeulrjysds2vtuly4x5hfjjjlzsfsy99whq,cosmos1lskdgq6pr32dwldrqpkn0q0zeulrjysds2vtuly4x5hfjjjlzsfs3cakqx,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,3,0.000003,,,
osmosis,current,osmo15spsaq3tqusu5xd3u6jmtmpjh3h5lcmmwrmuav,cosmos15spsaq3tqusu5xd3u6jmtmpjh3h5lcmmxcgvt7,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,2,0.000002,,,
osmosis,current,osmo17k3jxwjtsd0ltj7lcgek5uhffvwjef2vn7m50d04769z9gpu4mws8havle,cosmos17k3jxwjtsd0ltj7lcgek5uhffvwjef2vn7m50d04769z9gpu4mwsj295gl,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,2,0.000002,,,
osmosis,current,osmo103n0x78hlqg0egzg2932ya9kcwaq9js485jfwm,cosmos103n0x78hlqg0egzg2932ya9kcwaq9js400pecf,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo10f08q4hruaca3ldx6x3nzwhccym7zarypmfkld,cosmos10f08q4hruaca3ldx6x3nzwhccym7zaryfq6xfl,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo10t2nxc7e4celpz07852npr6a76v8wffn2zsyex,cosmos10t2nxc7e4celpz07852npr6a76v8wffnzer505,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo124tztqwj5lkf434pq9jjcxykda2mn9648hyh30,cosmos124tztqwj5lkf434pq9jjcxykda2mn9640vh88a,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo12dkgjcaskwq8729hufanpwdkq5jfmltwhedugk,cosmos12dkgjcaskwq8729hufanpwdkq5jfmltwlz7v7y,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo13mzj95aqnj4mn99k5j7kvngl9d9xupp3jstag7,cosmos13mzj95aqnj4mn99k5j7kvngl9d9xupp36tcd7v,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1590s6kxxcwcjnltgp4rmvy0kh0wu5a09nm3uv4,cosmos1590s6kxxcwcjnltgp4rmvy0kh0wu5a09mqzv68,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo159dp2sqwyfpv00znzxhxvr682ajnvmf2h9jcvs,cosmos159dp2sqwyfpv00znzxhxvr682ajnvmf2l7pg6z,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo15pyywydsdgyfwvls54xecucqhqlkk2xvg94hrr,cosmos15pyywydsdgyfwvls54xecucqhqlkk2xvq7x843,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo15xqtcn87vwskr25aj0g78fksfk2dpm8q0t2m8p,cosmos15xqtcn87vwskr25aj0g78fksfk2dpm8q8set3n,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo16n5we9kd3ewdp8ll0fgk8h2qnjzwtwz92e77jm,cosmos16n5we9kd3ewdp8ll0fgk8h2qnjzwtwz9zzdwyf,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo17y5uhr09dav5228qq4psqf8nmft5y6uzvfhpcw,cosmos17y5uhr09dav5228qq4psqf8nmft5y6uzyjy3wu,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1a9u8yv5v0wu5atynlh33hm04l67y9e6x2px6gn,cosmos1a9u8yv5v0wu5atynlh33hm04l67y9e6xz6427p,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1ajueefk0p3jxygxf0qqtkww537ltjgc4h6g2g8,cosmos1ajueefk0p3jxygxf0qqtkww537ltjgc4lpm674,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1c6vxwveatlnrskprrwzhe2x5cu2g60prflrp7r,cosmos1c6vxwveatlnrskprrwzhe2x5cu2g60prpys3g3,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1cnaeqxgr860qsf9ksfv2nyn4cpfq9esljfk2fg,cosmos1cnaeqxgr860qsf9ksfv2nyn4cpfq9esl6j96l6,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1cx068fj9xwc2nxv8ec37mkpay3g0umlsst6lh9,cosmos1cx068fj9xwc2nxv8ec37mkpay3g0umlscsf0ph,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1cxdhwfzpzxv7cyjpyac76pttg908hntlss93eh,cosmos1cxdhwfzpzxv7cyjpyac76pttg908hntlctkp09,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1dnsxen4jfztaekglwu0ve0w00fsdjk7xlglxk2,cosmos1dnsxen4jfztaekglwu0ve0w00fsdjk7xhnvkqc,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1dsrmhlhfgfzdlql4dzp53t30ymc6cqsf46sala,cosmos1dsrmhlhfgfzdlql4dzp53t30ymc6cqsfaprdf0,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1edalue2smahddvdtzkf2ay7ptyjq3ya86tdn45,cosmos1edalue2smahddvdtzkf2ay7ptyjq3ya8js7rrx,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1fq5twlmmmqhahjpy0h7sleskv4vldmdzvs55mg,cosmos1fq5twlmmmqhahjpy0h7sleskv4vldmdzyt8yd6,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1gupdxknln4uxcwycweevkypjdahtyhj5x3wezy,cosmos1gupdxknln4uxcwycweevkypjdahtyhj5w2af5k,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1h6sa9nh6v4nc6ged05naugdu8efsp22r55q75d,cosmos1h6sa9nh6v4nc6ged05naugdu8efsp22ru0nwzl,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1h96k2naawk7geyxfh307ghah5t5a08m9nuzf8v,cosmos1h96k2naawk7geyxfh307ghah5t5a08m9m83e37,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1hdkemyk4lgufqepez9duvn32qu8edpyxxvly8y,cosmos1hdkemyk4lgufqepez9duvn32qu8edpyxwhv53k,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1hqgs5xwxskr9ar83her7q69099wtwu3xmj8f8c,cosmos1hqgs5xwxskr9ar83her7q69099wtwu3xnf5e32,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1huxpsva8246avy2efnt8ctj72rsfq38awehd69,cosmos1huxpsva8246avy2efnt8ctj72rsfq38axzyavh,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1j5ft99lyd36e5fyp8kh8ze7qcj00relm0md4k9,cosmos1j5ft99lyd36e5fyp8kh8ze7qcj00relm8q79qh,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1jgnkjne6yf9u92e0al7qff2w2fpajxl6hd4rvu,cosmos1jgnkjne6yf9u92e0al7qff2w2fpajxl6lkxn6w,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1jr6dhz3873yy0kv475f67hfdyes65979ccgy49,cosmos1jr6dhz3873yy0kv475f67hfdyes65979srm5rh,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1kgfdzqlr69dtq067q2qkhy4h9dadhp8r0j5p3h,cosmos1kgfdzqlr69dtq067q2qkhy4h9dadhp8r8f8389,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1lft50ldy04u3szywhg38cnfpxfg7r5487amng4,cosmos1lft50ldy04u3szywhg38cnfpxfg7r548kxgr78,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1lgxuwetatu5nlu99curgeg3atvtsx7r9nqaae8,cosmos1lgxuwetatu5nlu99curgeg3atvtsx7r9mmwd04,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1n4ddvs9car3x7p68q80yaatf27teah7tf9v04h,cosmos1n4ddvs9car3x7p68q80yaatf27teah7tp7llr9,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1n9qr9k5uqn6wd50ca30kygpwglws0cc3yttx0w,cosmos1n9qr9k5uqn6wd50ca30kygpwglws0cc3vsckeu,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1ncesahjuytjel7ffpkk2dnhg30ufpaptrn0nwz,cosmos1ncesahjuytjel7ffpkk2dnhg30ufpapttgurcs,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1nnu3g3lnklge55tkays6kaszugrkrra7dyxhhv,cosmos1nnu3g3lnklge55tkays6kaszugrkrra79l48p7,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1nvyqrve35fpzgrewnaxmyxsqtaq4dxvywkh2wj,cosmos1nvyqrve35fpzgrewnaxmyxsqtaq4dxvyxdy6cq,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1ps6f67034fp22nqpvkur5pry039nfjpuyaaald,cosmos1ps6f67034fp22nqpvkur5pry039nfjpuvxwdfl,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1qvxydz9v8a6jaa56h68unrstjrz6l9k3rvfc0z,cosmos1qvxydz9v8a6jaa56h68unrstjrz6l9k3th6ges,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1rqyyttavvav6ghjn37uklutgz6a9z6ax753jqk,cosmos1rqyyttavvav6ghjn37uklutgz6a9z6axk0zzky,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1s59n4nhfkfrqhxdmvmzpprga9dc3qhnkk82gwv,cosmos1s59n4nhfkfrqhxdmvmzpprga9dc3qhnk7uecc7,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1su7kjdu77fm3n5htvs0tvunn7x3v3pc883hdzk,cosmos1su7kjdu77fm3n5htvs0tvunn7x3v3pc802ya5y,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1t7t4ekh4ydmdpj2y9wdzcdzulu6w56hlm5q6gm,cosmos1t7t4ekh4ydmdpj2y9wdzcdzulu6w56hln0n27f,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1ta8nyt27xuv856xslp504878etvndwqvhvsara,cosmos1ta8nyt27xuv856xslp504878etvndwqvlhrd40,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1u0jky286q6dddht338fwufw5mcjfw4x4k74p2y,cosmos1u0jky286q6dddht338fwufw5mcjfw4x479x3uk,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1vkdakqqg5htq5c3wy2kj2geq536q665xdexrtjuwqckpads2c2nsvhhcyv,cosmos1vkdakqqg5htq5c3wy2kj2geq536q665xdexrtjuwqckpads2c2nse20qn2,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1x98ygyv2gpmahzdkq0eh7dp8428ztj93f27rqc,cosmos1x98ygyv2gpmahzdkq0eh7dp8428ztj93p3dnk2,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1xskfs3ft2gvjkp095am0lq0m5k6sm5etdyuj8f,cosmos1xskfs3ft2gvjkp095am0lq0m5k6sm5et9l0z3m,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1y8jsj7zjktaxd8nn9z6jal3rasm2e2szrd7zqg,cosmos1y8jsj7zjktaxd8nn9z6jal3rasm2e2sztkdjk6,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1yc6qn26rwj8ndhdu7dpvvua432vmg77xu0c2za,cosmos1yc6qn26rwj8ndhdu7dpvvua432vmg77x55t650,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1ysqtvq6lgzet63snuz78up4ghw0yln7rmfwmxd,cosmos1ysqtvq6lgzet63snuz78up4ghw0yln7rnjatsl,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1z0zchsuqtxpetp54j7pl557fkf93ya3c567aup,cosmos1z0zchsuqtxpetp54j7pl557fkf93ya3cupdd2n,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1z3z365lydry32xghj9m8gt62mvddl55gux7ypc,cosmos1z3z365lydry32xghj9m8gt62mvddl55g5ad5h2,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
osmosis,current,osmo1zpf8rkjxepapkt5tmlpl36a7cz03vydffx0457,cosmos1zpf8rkjxepapkt5tmlpl36a7cz03vydfpau9zv,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,1,0.000001,,,
